timestamp,PKW,LKW,Buses,Total,hour,day_of_week,day_of_month,hour_sin,hour_cos,is_weekend,is_rush_hour,lag_1,lag_2,lag_3,lag_6,lag_12,lag_24,lag_48,roll_mean_3,roll_std_3,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,roll_mean_24,roll_std_24
2023-01-03 01:00:00,11.0,313.0,83.0,184.0,1,1,3,0.25881904510252074,0.9659258262890683,0,0,6.0,54.0,85.0,35.888888888888886,77.22222222222223,3.0,1.0,23.666666666666668,26.388128644019762,35.0,29.711950457686285,44.05555555555555,23.79558947711559,41.0,28.024201641023538
2023-01-03 02:00:00,16.0,225.0,54.0,210.0,2,1,3,0.49999999999999994,0.8660254037844387,0,0,11.0,6.0,54.0,29.0,70.33333333333333,1.0,0.0,11.0,5.000000000000381,32.833333333333336,30.69473353307813,39.52777777777778,23.508439872311406,41.625,27.249898432347745
2023-01-03 03:00:00,22.0,171.0,27.0,221.0,3,1,3,0.7071067811865476,0.7071067811865476,0,0,16.0,11.0,6.0,25.0,63.44444444444444,7.0,1.0,16.333333333333332,5.507570547286414,32.333333333333336,30.8717778345639,36.074074074074076,22.706013251675476,42.25,26.585125937166577
2023-01-03 04:00:00,23.0,176.0,33.0,235.0,4,1,3,0.8660254037844386,0.5000000000000001,0,0,22.0,16.0,11.0,85.0,56.55555555555556,5.0,0.0,20.333333333333332,3.7859388972005985,22.0,16.95877354056019,33.27777777777778,22.00992022028379,43.0,25.72867220182418
2023-01-03 05:00:00,15.0,201.0,38.0,244.0,5,1,3,0.9659258262890683,0.25881904510252074,0,0,23.0,22.0,16.0,54.0,49.66666666666666,5.0,0.0,20.0,4.358898943541038,15.5,6.4730209330732515,30.38888888888889,21.938210340675973,43.416666666666664,25.161235297073894
2023-01-03 06:00:00,50.0,272.0,76.0,312.0,6,1,3,1.0,6.123233995736766e-17,0,0,15.0,23.0,22.0,6.0,42.77777777777777,18.0,0.0,29.333333333333332,18.33939293797196,22.833333333333332,14.048724734532707,30.990740740740744,22.40312519952466,44.75,24.59735332632811
2023-01-03 07:00:00,97.0,373.0,143.0,382.0,7,1,3,0.9659258262890683,-0.25881904510252063,0,1,50.0,15.0,23.0,11.0,35.888888888888886,31.0,1.0,54.0,41.146081222881975,37.166666666666664,31.98385009136128,36.083333333333336,29.45399597317622,47.5,26.60106665496637
2023-01-03 08:00:00,104.0,476.0,221.0,403.0,8,1,3,0.8660254037844387,-0.4999999999999998,0,1,97.0,50.0,15.0,16.0,29.0,48.0,0.0,83.66666666666667,29.365512652316006,51.833333333333336,39.60513434728723,42.333333333333336,35.20933071924219,49.833333333333336,28.99514091114796
2023-01-03 09:00:00,106.0,549.0,343.0,430.0,9,1,3,0.7071067811865476,-0.7071067811865475,0,1,104.0,97.0,50.0,22.0,25.0,42.0,2.0,102.33333333333333,4.725815626252201,65.83333333333333,41.73927007826886,49.083333333333336,39.13022159947786,52.5,31.109333972707322
2023-01-03 10:00:00,80.0,672.0,429.0,437.0,10,1,3,0.49999999999999994,-0.8660254037844387,0,0,106.0,104.0,97.0,23.0,85.0,46.0,2.0,96.66666666666667,14.468356276140357,75.33333333333333,36.15337697458801,48.666666666666664,38.73765688068991,53.916666666666664,31.571188377819432
2023-01-03 11:00:00,111.0,789.0,538.0,486.0,11,1,3,0.258819045102521,-0.9659258262890682,0,0,80.0,106.0,104.0,15.0,54.0,91.0,3.0,99.0,16.643316977093132,91.33333333333333,22.9405027553162,53.416666666666664,42.73907799518831,54.75,32.83137761163268
2023-01-03 12:00:00,121.0,871.0,720.0,525.0,12,1,3,1.2246467991473532e-16,-1.0,0,0,111.0,80.0,106.0,50.0,6.0,84.11111111111111,13.0,104.0,21.377558326431853,103.16666666666667,13.876839217439606,63.0,44.014460433733916,56.28703703703704,35.053979028020535
2023-01-03 13:00:00,158.0,875.0,684.0,519.0,13,1,3,-0.2588190451025208,-0.9659258262890683,0,0,121.0,111.0,80.0,97.0,11.0,77.22222222222223,54.0,130.0,24.758836806279753,113.33333333333333,25.734542285936808,75.25,48.45827633598358,59.65277777777778,40.59200020210809
2023-01-03 14:00:00,150.0,887.0,710.0,527.0,14,1,3,-0.4999999999999997,-0.8660254037844388,0,0,158.0,121.0,111.0,104.0,16.0,70.33333333333333,111.0,143.0,19.467922333931572,121.0,29.037906260610505,86.41666666666667,48.99992269629029,62.97222222222222,44.56623710915898
2023-01-03 15:00:00,153.0,947.0,738.0,521.0,15,1,3,-0.7071067811865471,-0.7071067811865479,0,0,150.0,158.0,121.0,106.0,22.0,63.44444444444444,176.0,153.66666666666666,4.041451884326218,128.83333333333334,30.485515686415233,97.33333333333333,47.924814853975995,66.70370370370371,48.207901730202295
2023-01-03 16:00:00,192.0,864.0,795.0,527.0,16,1,3,-0.8660254037844385,-0.5000000000000004,0,0,153.0,150.0,158.0,80.0,23.0,56.55555555555556,198.0,165.0,23.43074902771974,147.5,28.849610049357715,111.41666666666667,48.9163633773056,72.34722222222221,54.4872681085835
2023-01-03 17:00:00,186.0,870.0,710.0,492.0,17,1,3,-0.9659258262890683,-0.25881904510252063,0,1,192.0,153.0,150.0,111.0,15.0,49.66666666666666,248.0,177.0,20.999999999999723,160.0,25.976912826585085,125.66666666666667,42.800453127026415,78.02777777777779,58.9443112639473
2023-01-03 18:00:00,120.0,751.0,518.0,435.0,18,1,3,-1.0,-1.8369701987210297e-16,0,1,186.0,192.0,153.0,121.0,50.0,42.77777777777777,195.0,166.0,39.94996871087623,159.83333333333334,26.278635175112644,131.5,35.73768064916658,81.24537037037037,59.044039343833354
2023-01-03 19:00:00,95.0,730.0,537.0,388.0,19,1,3,-0.9659258262890684,0.2588190451025203,0,1,120.0,186.0,192.0,158.0,97.0,35.888888888888886,132.0,133.66666666666666,47.01418225741384,149.33333333333334,37.3934040529432,131.33333333333334,35.91741368835739,83.70833333333333,58.29794475209945
2023-01-03 20:00:00,63.0,580.0,294.0,339.0,20,1,3,-0.8660254037844386,0.5000000000000001,0,0,95.0,120.0,186.0,150.0,104.0,29.0,88.0,92.66666666666667,28.571547618799592,134.83333333333334,51.3475088652475,127.91666666666667,40.42154765903344,85.125,57.31553587094786
2023-01-03 21:00:00,44.0,481.0,161.0,289.0,21,1,3,-0.7071067811865477,0.7071067811865474,0,0,63.0,95.0,120.0,153.0,106.0,25.0,35.0,67.33333333333333,25.774664562964468,116.66666666666667,61.84388948527309,122.75,46.91796515776714,85.91666666666667,56.57539537925333
2023-01-03 22:00:00,26.0,378.0,116.0,290.0,22,1,3,-0.5000000000000004,0.8660254037844384,0,0,44.0,63.0,95.0,192.0,80.0,85.0,18.0,44.333333333333336,18.502252115170734,89.0,58.43971252496035,118.25,53.516564980132316,83.45833333333333,57.88367582951371
2023-01-03 23:00:00,29.0,303.0,71.0,247.0,23,1,3,-0.25881904510252157,0.9659258262890681,0,0,26.0,44.0,63.0,186.0,111.0,54.0,7.0,33.0,9.643650760993383,62.833333333333336,37.838692718785566,111.41666666666667,59.43439214543182,82.41666666666667,58.65664028288153
2023-01-04 00:00:00,17.0,231.0,54.0,251.0,0,2,4,0.0,1.0,0,0,29.0,26.0,44.0,120.0,121.0,6.0,4.0,24.0,6.244997998399168,45.666666666666664,29.0631496343166,102.75,65.2117181326959,82.875,58.07365076386602
2023-01-04 01:00:00,14.0,202.0,34.0,202.0,1,2,4,0.25881904510252074,0.9659258262890683,0,0,17.0,29.0,26.0,95.0,158.0,11.0,3.0,20.0,7.937253933194415,32.166666666666664,18.432760690321942,90.75,67.33515224065901,83.0,57.91523040654743
2023-01-04 02:00:00,29.0,141.0,30.0,253.0,2,2,4,0.49999999999999994,0.8660254037844387,0,0,14.0,17.0,29.0,63.0,150.0,16.0,1.0,20.0,7.937253933194415,26.5,10.634848376916876,80.66666666666667,66.71286278227056,83.54166666666667,57.31907578874035
2023-01-04 03:00:00,34.0,110.0,10.0,253.0,3,2,4,0.7071067811865476,0.7071067811865476,0,0,29.0,14.0,17.0,44.0,153.0,22.0,7.0,25.666666666666668,10.408329997331114,24.833333333333332,7.730890418747268,70.75,63.76252105201841,84.04166666666667,56.80896987246831
2023-01-04 04:00:00,17.0,111.0,8.0,240.0,4,2,4,0.8660254037844386,0.5000000000000001,0,0,34.0,29.0,14.0,26.0,192.0,23.0,5.0,26.666666666666668,8.736894948054632,23.333333333333332,8.310635755865997,56.166666666666664,52.533683278329896,83.79166666666667,57.101724002502486
2023-01-04 05:00:00,31.0,130.0,17.0,306.0,5,2,4,0.9659258262890683,0.25881904510252074,0,0,17.0,34.0,29.0,29.0,186.0,15.0,5.0,27.333333333333332,9.073771725877966,23.666666666666668,8.61781101363208,43.25,33.21041731417745,84.45833333333333,56.352137544170404
2023-01-04 06:00:00,61.75,224.5,74.25,344.5,6,2,4,1.0,6.123233995736766e-17,0,0,31.0,17.0,34.0,17.0,120.0,50.0,18.0,36.583333333333336,22.891501334192586,31.125,16.99099025954671,38.395833333333336,23.933966528510854,84.94791666666667,56.09018258507931
