timestamp,PKW,LKW,Buses,Total
2023-01-29 12:00:00,50,916,464,624
2023-01-29 13:00:00,69,974,455,663
2023-01-29 14:00:00,85,926,486,694
2023-01-29 15:00:00,116,961,500,701
2023-01-29 16:00:00,112,887,408,689
2023-01-29 17:00:00,138,869,405,696
2023-01-29 18:00:00,149,810,396,640
2023-01-29 19:00:00,111,725,337,568
2023-01-29 20:00:00,48,612,242,535
2023-01-29 21:00:00,31,453,150,469
2023-01-29 22:00:00,21,364,94,352
2023-01-29 23:00:00,13,345,138,244
2023-01-30 00:00:00,10,351,141,188
2023-01-30 01:00:00,6,281,93,150
2023-01-30 02:00:00,5,186,56,166
2023-01-30 03:00:00,8,166,31,153
2023-01-30 04:00:00,14,174,40,196
2023-01-30 05:00:00,25,231,69,282
2023-01-30 06:00:00,67,322,125,365
2023-01-30 07:00:00,172,506,266,456
2023-01-30 08:00:00,194,591,343,478
2023-01-30 09:00:00,112,665,352,502
2023-01-30 10:00:00,105,643,421,480
2023-01-30 11:00:00,126,751,619,500
2023-01-30 12:00:00,118,816,633,503
2023-01-30 13:00:00,117,793,640,496
2023-01-30 14:00:00,149,733,532,510
2023-01-30 15:00:00,145,737,569,500
2023-01-30 16:00:00,151,729,572,497
2023-01-30 17:00:00,190,755,606,477
2023-01-30 18:00:00,197,690,434,448
2023-01-30 19:00:00,100,562,341,422
2023-01-30 20:00:00,83,455,243,365
2023-01-30 21:00:00,49,407,200,351
2023-01-30 22:00:00,41,311,113,297
2023-01-30 23:00:00,12,244,52,279
2023-01-31 00:00:00,17,152,40,242
2023-01-31 01:00:00,20,111,18,235
2023-01-31 02:00:00,27,80,7,271
2023-01-31 03:00:00,32,65,6,294
2023-01-31 04:00:00,37,92,7,313
2023-01-31 05:00:00,51,125,24,358
2023-01-31 06:00:00,105,234,64,423
2023-01-31 07:00:00,257,380,169,537
2023-01-31 08:00:00,331,523,280,557
2023-01-31 09:00:00,267,571,377,510
2023-01-31 10:00:00,232,588,383,525
2023-01-31 11:00:00,201,689,477,484
2023-01-31 12:00:00,189,725,552,517
2023-01-31 13:00:00,190,748,532,506
2023-01-31 14:00:00,239,704,484,528
2023-01-31 15:00:00,289,781,491,547
2023-01-31 16:00:00,282,714,554,554
2023-01-31 17:00:00,297,611,417,505
2023-01-31 18:00:00,362,771,591,504
2023-01-31 19:00:00,217,509,277,502
2023-01-31 20:00:00,155,376,160,435
2023-01-31 21:00:00,76,333,110,361
2023-01-31 22:00:00,50,239,63,331
2023-01-31 23:00:00,51,225,57,310
2023-02-01 00:00:00,21,207,48,256
